texto;classe;prob_pos;prob_neg;prob_neu;emoticon
Vim do futuro para dizer que Portugal foi eliminado pelo Uruguai;neutro;0.06603205789711981;0.8084216946020666;0.1255462475008124;😐
Palpite tenho sim final, entre Argentina x Portugal;neutro;0.30673809269310975;0.647134686950839;0.04612722035605344;😐
Esse Simpsons errou feio hem ..;negativo;0.03325442706318005;0.061657774609449795;0.9050877983273694;🙁
PORTUGA JÁ FOI;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Elas vão se enfrentar la na porta  do aeroporto pq o portugal ta eliminado e o mexico vai ser;negativo;0.0023791402284821946;0.14286340187080285;0.8547574579007117;🙁
Acho que não em Portugal já foi nessa só se for na próxima copa por que nessa;neutro;0.13839649729084716;0.7167575300008625;0.14484597270829083;😐
primeira vez que eu vejo Os Simpsons errarem;negativo;0.09050132611451861;0.20463887588278298;0.7048597980026979;🙁
Ééé acho q ñ foi dessa vez...pois Portugal foi eliminado ontem...<br />😃😃😃😃 e Dá-lhe Uruguai;negativo;0.0022013771870549965;0.19539210774422042;0.8024065150687224;🙁
Ééé acho q ñ foi dessa vez...pois Portugal foi eliminado ontem...<br />😃😃😃😃 e Dá-lhe Uruguai;negativo;0.0022013771870549965;0.19539210774422042;0.8024065150687224;🙁
A FINAL DA COPA VAI SER <br /><br /><br /><br /><br />BÉLGICA X FRANÇA;neutro;0.01614327549124971;0.651763022929345;0.33209370157940427;😐
Ja errou. Xau portugal.kkk;negativo;0.07901629224695574;0.18836468882443244;0.7326190189286106;🙁
Errou feio kkkkk Portugal já foi;negativo;0.08175426775900471;0.07042401037668898;0.8478217218643054;🙁
Desta vez os Simpsons falharam, Portugal já era;negativo;0.040068068056982056;0.10492432368945273;0.855007608253566;🙁
Voltei aqui pra dizer que não foi dessa vez kkkkkkkkkkkkk;negativo;0.002503168448910862;0.09692144584464442;0.9005753857064445;🙁
Espero que daqui a quatro anos Portugal vá à final<br />Infelizmente já foi eliminado;negativo;0.00333440519870711;0.10328989426141613;0.893375700539875;🙁
Desculpem mas Portugal já perdeu contra Uruguai 2-1 portanto podem esquecer (sou português);negativo;0.0034739408184041743;0.2344821073714003;0.7620439518101918;🙁
Já não acredito nos Simpsons;negativo;0.20000348773827784;0.2923129189653275;0.5076835932963941;🙁
Sqn tente outra mais tarde...;neutro;0.10904198900647698;0.5780816674262799;0.3128763435672424;😐
Portugal já está eliminado;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
E o Parmera??;positivo;0.600004099328258;0.20000145483770884;0.19999444583403309;🙂
Quase todo mundo o veio aqui pra zoar o Portugal!;negativo;0.01309410363631906;0.03673000652901817;0.950175889834666;🙁
Devia ter esperado chega o fim da copa para fazer o vídeo pois Portugal já foi;neutro;0.0032060008648159416;0.8354146911375174;0.16137930799766667;😐
Eu tenho provas que Portugal só vai ganhar o mundial em 2026 Portugal México;neutro;0.11843816471817248;0.7704778890783981;0.11108394620342751;😐
Nao mesmo kkkkkkk;negativo;0.03137836640980981;0.13667998423814684;0.8319416493520428;🙁
Desta vez falharam, Portugal ta fora;negativo;0.015604314095244095;0.05028318112018405;0.9341125047845692;🙁
Portugal se lascou nao foi dessa vez kkkk chupa cr7;negativo;0.008081859000888784;0.05195522010968707;0.9399629208894219;🙁
Daqui uns  dia sairá o episódio  França;neutro;0.0053346998996486525;0.6877692947398294;0.30689600536051953;😐
Hahhahahhahha Portugal  desclassificado;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
Siiim,Portugal foi eliminada;neutro;0.15555779923784885;0.4222284988300091;0.42221370193214247;😐
Vai acontecer em 2022, Sim vai e CR7 estará jogando aos seus 37 anos de idade com pique de muleque, concorrendo a sua décima bola de ouro e Messi estará aposentado assistindo ele no sofá de casa.;negativo;0.002615176793572663;0.4903677521411562;0.5070170710652749;🙁
Errou feio, errou rude!;negativo;0.03325442706318005;0.061657774609449795;0.9050877983273694;🙁
Errou kkkkkk;negativo;0.0755564760071325;0.19103310908244373;0.7334104149104227;🙁
Sinto muito só que não foi desse vez q o Portugal chegou na final;negativo;0.12946289127915078;0.03994813267456072;0.8305889760462892;🙁
Errou feiooo, errou ruuude!;negativo;0.1186467700549186;0.2203440989163894;0.6610091310286913;🙁
Portugal só não vai pra final pq foi eliminado ontem heuehuehuehuehuehueheuehu;negativo;0.014045128407560357;0.059098276423540194;0.9268565951689026;🙁
top dmais;positivo;0.48936487566604464;0.3191511469248913;0.1914839774090641;🙂
Fail kkkkkkkkkkkkkk;positivo;0.5555576096922807;0.33333471313983287;0.11110767716788648;🙂
😂😂😂Portugal ja não mais... agora o México... sei não em!;negativo;0.057249360948524265;0.11634637211608913;0.8264042669353873;🙁
Portugal já está eliminado sua puta;negativo;0.16179046667478683;0.2590269575421226;0.5791825757830908;🙁
Portugal já está eliminado sua puta;negativo;0.16179046667478683;0.2590269575421226;0.5791825757830908;🙁
só se for na de 2022 agora porque já voou Portugal 😂😂😂;negativo;0.2136183806124825;0.3321092281033896;0.4542723912841262;🙁
Pra mim é  Alemanha de verde x Portugal os dois eliminados;neutro;0.19291670128086982;0.4173386314673198;0.3897446672518106;😐
Xau portugal,;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkķkkkkkkkkkkkkkkkkkkkkkkkkķkkk eu não acho!;negativo;0.18833197861739728;0.3368756599374831;0.4747923614451197;🙁
Não precisava nem esperar Portugal ser eliminado, só de olhar o chaveamento já dava pra ver que México e Portugal não se enfrentariam na final... então é, previsão passou longe.;neutro;0.0001546204455667395;0.5649847101486073;0.43486066940583007;😐
haaaaa não foi dessa vez !;negativo;0.11748168558735796;0.11729060670154562;0.7652277077110965;🙁
Portugal kkkkk;positivo;0.554534795108823;0.25805249692865756;0.18741270796251958;🙂
A seleção de vermelho pode ser a Espanha, e é tbm mais provável pois se caso Portugal se classificasse só seria possível enfrentar o México em uma possível semifinal .;neutro;0.0002714488807344286;0.8545607893486256;0.14516776177063623;😐
Errou;negativo;0.1186467700549186;0.2203440989163894;0.6610091310286913;🙁
Parece que dessa vez erraram kkkkkkkkkkkk bye Portugal;negativo;0.034264421134362434;0.019834740623676947;0.9459008382419619;🙁
Ta serto o palpite 😂😂😂;negativo;0.31822425646975644;0.30358131115323916;0.3781944323770062;🙁
1997 mano... Servia pras Copas de 1998, 2002, 2006, 2010 e 2014 mas o brasileiro gosta de uma entriga 😂;neutro;0.09729830732677296;0.7613412044411355;0.14136048823209107;😐
Vim do futuro pra dizer que Portugal ja foi eliminado kkk;negativo;0.06590340393522438;0.30584899509291164;0.6282476009718609;🙁
Pois é né Portugal ja saiu fora 😂😂😂;negativo;0.08372472192148711;0.42561078437143796;0.4906644937070746;🙁
Erraram kkkkk 😂😂😂 🇵🇹 ✈️;neutro;0.07094166175644023;0.47461049642069936;0.45444784182286224;😐
eu acho que eles previram a copa de 2022;negativo;0.14730268736453295;0.37303129000855745;0.47966602262690883;🙁
n deh certo n kskskssksk portugal saiu;negativo;0.1261372172257949;0.3990584785279958;0.4748043042462087;🙁
Portugal saiu ontem kkk;negativo;0.16288613439109315;0.15498890730702558;0.6821249583018818;🙁
Os criadores fazem os ep. baseados em provabilidades.;negativo;0.07009797269364322;0.13774392049618764;0.79215810681017;🙁
Errooouuuuuuuuu !!!  rsrsrsrrrrrsssrs;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Kkkkkk perdeu kkkkk;negativo;0.014716761662937304;0.1442549809131411;0.8410282574239196;🙁
Final dá Copa Brasil X Inglaterra ou França X Inglaterra;neutro;0.03363128304730588;0.8519335345185014;0.11443518243419128;😐
Errrrrrrrou!! Tchau Portugal kkkkkkkkkkkk;neutro;0.2548043219654412;0.46290724980019854;0.28228842823436046;😐
Portugal já foi desclassificado;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
É gente, mais um videozinho de previsão furada;neutro;0.3289818082240986;0.49265056128359674;0.17836763049230603;😐
Errou kkkkkkk;negativo;0.044720533715860974;0.17504771479176018;0.7802317514923782;🙁
Infelizmente Portugal caiu hj diante do Uruguai. 😂😂😂😂😂 então esta profecia não se cumpriu.;negativo;0.0011113882685082838;0.03532661347978292;0.9635619982517127;🙁
Errou 😟 kk;neutro;0.30228710499794076;0.3626617569388438;0.3350511380632157;😐
Erraram a previsão já, Portugal já saiu da copa;neutro;0.022550534930714284;0.8056800846875528;0.17176938038173092;😐
Portugal já saiu e méxico vai sair amanhã;neutro;0.003694018847745183;0.8496037608096931;0.14670222034256208;😐
Isso tudo pra Ganhar Ibope , portugal já deu tchau mexico vai dá tchau segunda feira pelo Brasil 🇧🇷;neutro;0.0014968321460820122;0.7770685344084302;0.22143463344549083;😐
Erroooo;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Errrrrrrou!;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Erraram xD;negativo;0.07786204944727104;0.4330972853324429;0.4890406652202864;🙁
Portugal foi eliminado que pena!!!;negativo;0.21352833459119314;0.3278344167266878;0.4586372486821201;🙁
erooooou;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Vim do futuro pra disser que Portugal foi eliminado e o México tomou um coro do Brasil;negativo;0.001020251465118855;0.48618664984804516;0.5127930986868365;🙁
"Kkkk, Simpsons preveu que o Neymar machucou, se for assim, sou o melhor vidente do mundo; O Neymar vai &quot;Machuca&quot; mais de 10 vezes";negativo;0.12832148323425843;0.06881377461013642;0.8028647421556044;🙁
Portugal e México? Só se for a final da copa de 2090.;positivo;0.4464781186144908;0.40912066862152696;0.14440121276398143;🙂
CR7;neutro;0.3333357746120012;0.44927885130639106;0.21738537408160713;😐
Eroooou;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
ERRRROOOOOOU, PORTUGAL ELIMINADO;neutro;0.15555779923784885;0.4222284988300091;0.42221370193214247;😐
Portugal ja foi, Porem realmente o mexico continua na copa...  Brasil x Mexico eitaaa;negativo;0.21440047291915973;0.3312644320193849;0.4543350950614569;🙁
kkkkk errou;negativo;0.0828924928315787;0.16507747226749184;0.7520300349009292;🙁
Comentário;neutro;0.24528569425162025;0.4339671893232552;0.3207471164251247;😐
Eroouuuuuuu;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Já vão descobriu essa, próximo!!! 😬;neutro;0.17595206145017175;0.7805377745005007;0.04351016404932726;😐
Bom ontem Portugal perdeu e foi eliminada pelo Uruguai;negativo;0.017721472583485456;0.16579209172287387;0.8164864356936397;🙁
Dia que a Nike patrocinar a bola da copa pode ser...;neutro;0.0013631605086797632;0.602833144749306;0.3958036947420144;😐
fica pra 2022;negativo;0.07020895571606002;0.3225387910593708;0.6072522532245693;🙁
Errouuuuuuuuuuu 😂😂😂😂😂😂;negativo;0.2000041347434708;0.20000422313965024;0.5999916421168792;🙁
Cadê Portugal kkkkkkk;neutro;0.209773828047539;0.4520768829899766;0.33814928896248275;😐
ja errou kkkk Portugal ja foi eliminado. .. E o México vai ser eliminado na segunda-feira 😂😂😂😂😂;negativo;0.012422567233272685;0.13339145811331243;0.8541859746534194;🙁
Portugal já ta fora....;positivo;0.4725383109751496;0.25234195814075266;0.2751197308840983;🙂
Pro portugal e tchau ja foi bay bay;neutro;0.18302350838224052;0.4288737395621263;0.38810275205563255;😐
Portugal já era e México vai perder dia 2;negativo;0.052331423034098476;0.40703331748997795;0.5406352594759217;🙁
Faustao : Errou!!!!!!;negativo;0.1186467700549186;0.2203440989163894;0.6610091310286913;🙁
Os Simpsons está tão certo que a seleção de Portugal já deu a Deus, a Seleção Mexicana segunda feira segue o mesmo caminho. Kkkkkk não sei em que mundo duas seleções de quinta prateleira chegaria a final de uma copa do mundo. Só na cabeça dessa cambada de ótario de plantão.;negativo;0.0028476872773769706;0.06396262971365144;0.9331896830089668;🙁
Portugal vasou kkkkk;positivo;0.554534795108823;0.25805249692865756;0.18741270796251958;🙂
É de ruim né kkkk;negativo;0.04490626048766102;0.15653499968749132;0.7985587398248484;🙁
Portugal eliminado;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
Você não acertou por que PORTUGAL foi Eliminada pelo URUGUAI EXPLICA ISSO ?;neutro;0.004377767594039501;0.910495482882994;0.08512674952296834;😐
Portugal foi eliminada 😁😂😂😂;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
Portugal saiu kkk;neutro;0.28794589740470206;0.45738642696261156;0.25466767563268594;😐
Kkkk não;negativo;0.30337463520061336;0.3258469744157561;0.37077839038363053;🙁
Previu errado kkkkk😂 <br />Tchau Tchau Portugal;negativo;0.07635074880223018;0.30566960999963644;0.6179796411981308;🙁
o portugal ta fora da copa;neutro;0.3310734921711023;0.342435445468338;0.32649106236056036;😐
KKKKKK mexico e portugal perderam;negativo;0.07917902607674228;0.18784107777953224;0.7329798961437254;🙁
Vem hexaaa.. portugal eliminadooo e breve mente o México tbm hehe;neutro;0.022513219926393508;0.5265109258967983;0.4509758541768096;😐
Portugal nem passou das oitavas, kkkkkkkkkkkkkkkkkkk;positivo;0.5844966808598795;0.2454981996704918;0.17000511946962893;🙂
É ai;negativo;0.20000330402151717;0.31852392125722884;0.48147277472125405;🙁
Kkkkkkkkkkk Portugal até foi eleminado kkkkkkkkkk;positivo;0.7738869986061124;0.04291615940791431;0.18319684198597197;🙂
Fail;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Vim do futuro, Portugal já era;positivo;0.5499844503120251;0.34362848364961857;0.10638706603835461;🙂
kkkk que pena que eles erraram que o portugal ta fora da copa de 2018;negativo;0.04491533021770063;0.213005091828584;0.7420795779537133;🙁
Brazil vs Mexico;positivo;0.899941685668715;0.09589919046520583;0.004159123866079522;🙂
Portugal já era kkk;positivo;0.563934466390765;0.2730727401089758;0.16299279350025975;🙂
Portugal ja foi PORR*;negativo;0.3803718932153525;0.09065964293245769;0.5289684638521909;🙁
Primeiro que mesmo se Portugal tivesse se classificado ontem, o mesmo não estaria na final com o México, pois se enfrentariam na semifinal devido as cabeças de chave que foram formadas!!!;negativo;0.0015419973028342982;0.3752067803360208;0.623251222361145;🙁
Erroooou;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Uruguai que vai ganhar;neutro;0.03679542702927846;0.8343804881026187;0.12882408486810334;😐
Deu ruim porque hoje portugal estava com o uniforme branco rsrs;negativo;0.13081928980077379;0.08604943079393286;0.7831312794052947;🙁
Kkkkk Portugal foi pra puta que pariu;negativo;0.05408155094507382;0.09607378810289767;0.8498446609520279;🙁
Portugal fui eliminado nas oitavas kk;neutro;0.1915856369062594;0.7265458891851906;0.08186847390854786;😐
essa não deu...kkkkkkkkkkk portugal já era  fiote,,kkkkkkkkkkkkkkkkkkk;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
Deu ruim. Portugal perdeu de 2x1;negativo;0.09674651739479422;0.06978965473151251;0.8334638278736917;🙁
portugal ja era kkkkkkk mals ae;negativo;0.03745826483860586;0.4696670422783201;0.49287469288307467;🙁
não essa copa 18...;neutro;0.1753450689197912;0.6891355729114127;0.1355193581687958;😐
portugal já era, e segunda feira o méxico volta pra casa, simpsons não sabe de nada;neutro;0.0024464842876882587;0.5790370806425752;0.4185164350697351;😐
<b>Portugal e México? Vim do futuro pra dizer q Erou</b>;negativo;0.05962644679019003;0.17702228385387328;0.7633512693559378;🙁
Já era cara kk;positivo;0.5738641640060512;0.25002041695914184;0.17611541903480604;🙂
Bye bye Portugal kkkkk;positivo;0.554534795108823;0.25805249692865756;0.18741270796251958;🙂
"Deu ruim, Portugual já esta em casa .. kkkkkkkkkkkkk&#39; .. 30/06";negativo;0.2100327772479645;0.17456567884256863;0.6154015439094673;🙁
Portugal? 😂😂😂😂😂2018;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
Eu acho que essa é a primeira vez que eu vejo os simpsons errarem o futuro kzskkssls;negativo;0.026791540645968902;0.15601373914277825;0.8171947202112534;🙁
Hj Portugal foi eliminado;positivo;0.4458202520059534;0.329562973855396;0.22461677413864922;🙂
Já errou Portugal foi eliminado hoje;negativo;0.1567524401523401;0.2492122046240851;0.5940353552235733;🙁
ksksk Portugal foi eliminado hoje ksksk;negativo;0.25663093818637606;0.21969425298708206;0.5236748088265408;🙁
Errrrrrou!!!;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
A so pra lebra portugal ja foi;neutro;0.1979890786254945;0.41700846406928643;0.3850024573052198;😐
Uruguai 2x1 Portugal<br />🇺🇾 2x1 🇵🇹;neutro;0.019309926848025172;0.9714676051506415;0.009222468001332768;😐
Portugal foi eliminado, simpsons errou, bjs kkkkkkkkkkkkk;neutro;0.06337997029846067;0.7438242103757269;0.19279581932581058;😐
Vai ganhar mesmo tomou 2x1 kkkk;negativo;0.05750889763815941;0.2608151660107793;0.6816759363510582;🙁
Não é Portugal é México porque Portugal já rodou kkk<br />Mas pode ser a Espanha o lado da chave da Espanha está muito mais fácil comparado ao lado da chave do Brasil <br />Ela vai ter um pouco de trabalho com a Inglaterra mas creio que é uma das seleções que vão estar na final<br />Detalhe o uniforme 1 da Espanha é vermelho;neutro;7.083305338199737e-10;0.9668241638980186;0.03317583539365131;😐
A Bola de cristal do HOMER caiu e quebrou     ..kkkkkkkk.........PORTUGAL foi eliminado hoje 30/06/18 pelo URUGUAI;negativo;0.004485259504706857;0.019090620563669225;0.9764241199316258;🙁
Deu ruim. França 3 x 2 Portugal. kkk;negativo;0.28953606717804026;0.31120236481478364;0.3992615680071787;🙁
<b>Vim do futuro avisar que Portugal vai ser eliminada pelo Uruguai</b>;negativo;0.0050340915598129496;0.49562248490065597;0.49934342353953143;🙁
Errrooouu!<br /><br />- Fausto Silva;negativo;0.03469646492548779;0.26975267921859997;0.6955508558559107;🙁
México e belgica;negativo;0.27273326734693054;0.09091112929577769;0.6363556033572906;🙁
Portugal foi eliminado hj;positivo;0.4458202520059545;0.3295629738553968;0.22461677413864922;🙂
Vim do futuro e PORTUGAL PERDEU PRO URUGUAI E A PREVISÃO DOS SIMPSONS DEU RUIM.;neutro;0.0014168370907143963;0.7000781674212649;0.2985049954880215;😐
Erraram;negativo;0.1186467700549186;0.2203440989163894;0.6610091310286913;🙁
Portugal já está fora. Segunda feira cai o México 😂😂😂😂😂;neutro;0.059950040110483604;0.8529568540724898;0.08709310581702663;😐
Portugal foi eliminado kkkllklk;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
Você errou kkkk;negativo;0.09373765114932635;0.18667522207907042;0.7195871267716023;🙁
Portugal ja era agora falta o México kkkk;negativo;0.1302698810543493;0.19300860782867332;0.6767215111169776;🙁
Portugal já era!!! Kkkkk;positivo;0.554534795108823;0.25805249692865756;0.18741270796251958;🙂
Parece q eles erraram;negativo;0.040458636290338294;0.041740806795487015;0.917800556914176;🙁
Pena que PORTUGAL perdeu e Mexico vai perder pro brasil aseuhaseuioAHOSEI´JHASOÉ;negativo;0.0020161442997441;0.07198805800250156;0.9259957976977524;🙁
Mesmo que portugal nao tivesse sido eliminado, nao teria como a final ser mexico e portugal pq as duas seleções estavam no mesmo lado da chave, logo o max que da pra acontecer era uma semifinal;negativo;2.9177048804355845e-06;0.00875765586509155;0.9912394264300203;🙁
Sinistro !!!!!;positivo;0.600004099328258;0.20000145483770884;0.19999444583403309;🙂
Previu ne Tanto que portugal foi eliminado;positivo;0.6809458605761056;0.07437527204046017;0.24467886738343114;🙂
Portugal foi eliminado hj como que a final vai ser Portugal e mexico;neutro;0.1386987883467468;0.432606297754979;0.4286949138982763;😐
E ELE SAIU NAS OITAVAS KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK;neutro;0.03762005006488031;0.617038458294963;0.34534149164015543;😐
Falho. Portugal já era;negativo;0.20519159580105809;0.26670174296168786;0.5281066612372556;🙁
Não vai da não;neutro;0.15065438563782502;0.46857093407881534;0.3807746802833594;😐
Portugak ja foi embora kkkkk;negativo;0.05612034790153069;0.3862379982974657;0.5576416538010043;🙁
Portugal ta fora da cop;neutro;0.3310734921711023;0.342435445468338;0.32649106236056036;😐
Vi aqui so ri dessa piada kkkk ha ha ha;negativo;0.004983434285094999;0.001478591876598365;0.9935379738383064;🙁
Tchau 👋 Portugal;neutro;0.33314519233158657;0.4330119033738842;0.2338429042945284;😐
Vim do futuro pra dizer q Portugal foi eliminado, logo, não estará na final;negativo;0.022649008374204804;0.39291927275183314;0.5844317188739591;🙁
Portugal já perdeu;negativo;0.11598328749253504;0.3373962587253131;0.5466204537821522;🙁
Como diz o Faustão ... Erooooooouuuuuuuuuu.;negativo;0.04549954868115475;0.0470773836539793;0.9074230676648652;🙁
Perdeu hj e.e;negativo;0.03158940782008972;0.39933157403734615;0.5690790181425645;🙁
Portugal foi eliminada!!!;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
Bem perdeu para o uruguai;neutro;0.014062714202473606;0.5633209007031741;0.4226163850943533;😐
PORTUGAL TÁ FORA!;negativo;0.23380668455192283;0.28451187441777526;0.48168144103030186;🙁
iii Portugal perdeu kkk;negativo;0.0925125198919687;0.3002914106119932;0.6071960694960377;🙁
Que voz é essa parece uma mulher     e um homem;negativo;0.11724517381003381;0.00987522190063501;0.8728796042893328;🙁
Minha previsão Brasil 3 x 1 México;neutro;0.005723336905004395;0.9800526273144426;0.01422403578055342;😐
Blz, previram sim ✌;negativo;0.3704309991819163;0.13134954466107943;0.49821945615700597;🙁
kkkkkkkkkkkk;neutro;0.26316120677088045;0.36842585231298264;0.36841294091613697;😐
<b>KKKK PREVIRAM Q PORTUGAL IA PERDER</b>;negativo;0.1376255399933045;0.14781212529279086;0.7145623347139034;🙁
Não 😓 Portugal não vai ele perdeu hoje pro URUGUAI;negativo;0.019249292480498725;0.41413655746455313;0.5666141500549491;🙁
Por mais que não fossem eliminados não seriam possível esse confronto!;neutro;0.19135559733215077;0.6077410822092494;0.20090332045860043;😐
ai chega o uruguai e manda ele pra casa kkkkkk;neutro;0.0017777907085101642;0.6460834928606237;0.35213871643086386;😐
Portugal???? SQN.;positivo;0.6617047201628629;0.28668783355778754;0.051607446279349246;🙂
Dessa vez  Os Simpsons erraram, Portugal pode até chegar na final, mas não esse ano. Kkkkkkkkk;negativo;0.0012312497112837721;0.12096709207743926;0.8778016582112762;🙁
Vai dar mexico será?;negativo;0.04636900228655592;0.29011310742468477;0.6635178902887582;🙁
Portugal Perdeu hoje hahaha;negativo;0.1489231285681446;0.3727063224841202;0.478370548947735;🙁
Não foi dessa vez o acerto!  Pois Portugal já está fora da copa foi derrotada hoje pelo Uruguai. kkk;neutro;0.011072845884359344;0.6543839865798037;0.33454316753583374;😐
Portugal já era kkkkk;positivo;0.554534795108823;0.25805249692865756;0.18741270796251958;🙂
Não Portugal foi eliminado pelo uruguai;neutro;0.10065986300816068;0.827271071448899;0.07206906554293911;😐
Mexico × Brasil<br />Uhuuu;positivo;0.634738199890319;0.12674116512641184;0.2385206349832693;🙂
copa de 2014 pra mim foi comprada, brasil entregou ctz vergonhoso...;negativo;0.0005156951631110844;0.12124729312427185;0.8782370117126119;🙁
Aconteceu errado Portugal está de fora.;negativo;0.18230620273315956;0.3062103108056103;0.5114834864612294;🙁
prevision failed;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
se quebro os Simpson portugal ja era...;negativo;0.10393426424874684;0.2890088365849637;0.607056899166289;🙁
A previsão já era. Portugal deixou a copa apos a derrota para o Uruguai e o México enfrenta o Brasil depois de amanhã. desta vez nao deu simpsons.;neutro;0.00041121025199745894;0.7178239923212063;0.2817647974268006;😐
Portugal valeu;positivo;0.49199171306503325;0.38368544350433254;0.12432284343063428;🙂
Portugal Foi eliminada hoje!;positivo;0.40637056336349603;0.3484488647323071;0.24518057190419773;🙂
Errooouuu;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Mudaram o futuro legal rsrs;negativo;0.21016788882808154;0.30920487946760317;0.48062723170431554;🙁
Portugal foi pra vala;neutro;0.3269356921276173;0.47157630395599864;0.20148800391638305;😐
Em30/06/18 Portugal perde pro Uruguai 🤣😂;neutro;0.0255114505205408;0.7284334232865028;0.24605512619295736;😐
Portugal já foi eliminado kkkk;neutro;0.31886672352540063;0.4021026135237743;0.27903066295082674;😐
vim do futuro pra dizer que nn;negativo;0.043132209936724154;0.11884081730616387;0.8380269727571162;🙁
Já deu errado a da copa;negativo;0.1024565368685654;0.12502899090168618;0.7725144722297493;🙁
Errouuuuuu;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Portugal já foi né!!🤔;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
kkkkk Portugal perde nas oitavas;negativo;0.023513779301960195;0.3661485067881735;0.6103377139098657;🙁
Errou kkk;negativo;0.09232788282728711;0.19132685489225984;0.7163452622804528;🙁
GAME OVER;neutro;0.14285875755539984;0.523815675881433;0.33332556656316714;😐
acho q eles erraram essa, heim!!;negativo;0.008070272860686786;0.02874635605672076;0.9631833710825921;🙁
eu acho que erraram;negativo;0.04962440795231883;0.16458076879422093;0.7857948232534604;🙁
Deu errado Portugal saiu .. podia ser errado com o Brasil  tbm neh em 2014 kkkkj mas nao foi;negativo;8.574793774140896e-05;0.003779198248854323;0.9961350538134025;🙁
<b>Eu acho que seria Brasil vs Espanha.</b>;positivo;0.5232678538796686;0.4079543763950788;0.06877776972525124;🙂
Não tinha nem como isso acontecer Portugal e México mesmo que passassem se encontravam na semi final;positivo;0.42454929492822663;0.20085401558697805;0.37459668948479535;🙂
Portugal já até foi eliminado da copa😂😂😂;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
Tá mais fácil de disse que é o Flamengo de vermelho do que o Portugal porque o Portugal foi eliminado nas oitavas;negativo;0.0005349263384680215;0.30052550956851315;0.6989395640930188;🙁
Hoje foi o dia da eliminacao do crime.;neutro;0.13419398811430455;0.4557080309177544;0.4100979809679412;😐
Não foi dessa vez...;negativo;0.11748168558735796;0.11729060670154562;0.7652277077110965;🙁
Portugal já ta dando tchau ... tchau... tchau 😂😂✌🎶;negativo;0.2213778128507289;0.13596282727175474;0.642659359877517;🙁
Ja não e mais ess final por que portugal foi eliminida, é não foi dessa vez simpsons kkkjkjkkk;negativo;0.06683128812486695;0.03648147165108721;0.8966872402240476;🙁
Portugal e mexico n e primeiro portugal saiu e mexico vai perder;negativo;0.008422928115643324;0.26014238221967434;0.7314346896646791;🙁
Só vir aqui avisar que esses simpsos não prevê nada hoje 30 de junho 2018  Portugal foi eliminado nas oitavas da Copa do Mundo para o Uruguay  kkkk bebeu água.;negativo;1.8079360599811215e-05;0.4438524538940689;0.556129466745333;🙁
Portugal tá fora.kkk;positivo;0.4976955502416005;0.2623928939423024;0.23991155581609747;🙂
Não foi dessa vez kkkk;negativo;0.09053327962152158;0.09692335135505048;0.812543369023427;🙁
O meu querido país saiu hoje da copa. Nem uma derrora me tira este amor que tenho á camisola. Viva Portugal. Siga Brasil estamos convosco BR;neutro;0.0006550502204368381;0.8601470713643888;0.13919787841517303;😐
Parecem que erraram o de Portugal kkkkkkk;negativo;0.10712897150324198;0.09381826002323082;0.7990527684735269;🙁
Errrouuuuuuuu;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
portugas ja foram eliminados e o Brasil vai ganhar do Mexico se Deus quiser !;neutro;0.015506355788316757;0.6476423802517915;0.33685126395989146;😐
